person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,case_id,actual_default,default_prob,decision_score,profit_threshold,model_decision,default_05_decision,explanation_seed
26,29000,RENT,11.0,EDUCATION,A,6600,,0.23,N,3,case_1417,0,0.5192578677853851,3078.4004292029927,1670.0,reject,reject,"Applicant case_1417 was reject by the profit-based decision layer. The predicted default probability is 0.519. The decision score is 3078.40, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
31,110000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6000,11.99,0.05,N,7,case_1418,0,0.14208876150280353,235.35122404193805,1670.0,approve,approve,"Applicant case_1418 was approve by the profit-based decision layer. The predicted default probability is 0.142. The decision score is 235.35, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,24000,RENT,0.0,EDUCATION,C,2000,14.35,0.08,Y,2,case_1419,0,0.32992538495593504,467.53935539422343,1670.0,approve,approve,"Applicant case_1419 was approve by the profit-based decision layer. The predicted default probability is 0.330. The decision score is 467.54, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
31,62000,MORTGAGE,4.0,VENTURE,A,6550,5.79,0.11,N,5,case_1420,0,0.05399583852078199,-5.094605909064057,1670.0,approve,approve,"Applicant case_1420 was approve by the profit-based decision layer. The predicted default probability is 0.054. The decision score is -5.09, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,80000,MORTGAGE,8.0,PERSONAL,D,25000,14.46,0.31,Y,2,case_1421,0,0.8105263227979249,19578.21072686262,1670.0,reject,reject,"Applicant case_1421 was reject by the profit-based decision layer. The predicted default probability is 0.811. The decision score is 19578.21, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,80000,MORTGAGE,8.0,VENTURE,D,5000,15.62,0.06,Y,2,case_1422,0,0.4562565742101567,1856.6192555089158,1670.0,reject,approve,"Applicant case_1422 was reject by the profit-based decision layer. The predicted default probability is 0.456. The decision score is 1856.62, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,75000,RENT,1.0,VENTURE,B,16000,,0.21,N,2,case_1423,0,0.20865648640754347,1947.00534821972,1670.0,reject,approve,"Applicant case_1423 was reject by the profit-based decision layer. The predicted default probability is 0.209. The decision score is 1947.01, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,60000,MORTGAGE,1.0,EDUCATION,C,7500,11.66,0.13,N,2,case_1424,0,0.20119608334017736,810.4165999323153,1670.0,approve,approve,"Applicant case_1424 was approve by the profit-based decision layer. The predicted default probability is 0.201. The decision score is 810.42, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
32,80000,RENT,6.0,HOMEIMPROVEMENT,B,1500,10.74,0.02,N,10,case_1425,0,0.25988936433112725,270.6022230904355,1670.0,approve,approve,"Applicant case_1425 was approve by the profit-based decision layer. The predicted default probability is 0.260. The decision score is 270.60, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
30,28000,OWN,5.0,HOMEIMPROVEMENT,B,6300,11.99,0.23,N,8,case_1426,0,0.2633425891158785,1102.6094029704957,1670.0,approve,approve,"Applicant case_1426 was approve by the profit-based decision layer. The predicted default probability is 0.263. The decision score is 1102.61, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
42,22000,RENT,3.0,PERSONAL,A,9000,7.66,0.41,N,11,case_1427,1,0.88918931392293,7926.310938324838,1670.0,reject,reject,"Applicant case_1427 was reject by the profit-based decision layer. The predicted default probability is 0.889. The decision score is 7926.31, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
40,65000,RENT,4.0,MEDICAL,A,8700,7.88,0.13,N,13,case_1428,0,0.24464435409260174,1610.5642639973591,1670.0,approve,approve,"Applicant case_1428 was approve by the profit-based decision layer. The predicted default probability is 0.245. The decision score is 1610.56, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,9600,RENT,,EDUCATION,B,1200,10.37,0.13,N,2,case_1429,0,0.3815788677614246,380.93831561794116,1670.0,approve,approve,"Applicant case_1429 was approve by the profit-based decision layer. The predicted default probability is 0.382. The decision score is 380.94, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,85000,RENT,8.0,DEBTCONSOLIDATION,B,8000,11.71,0.09,N,5,case_1430,0,0.29459740432112186,1695.958082937002,1670.0,reject,approve,"Applicant case_1430 was reject by the profit-based decision layer. The predicted default probability is 0.295. The decision score is 1695.96, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,61200,MORTGAGE,8.0,EDUCATION,C,2500,,0.04,N,4,case_1431,1,0.11609808032664269,47.39314838635181,1670.0,approve,approve,"Applicant case_1431 was approve by the profit-based decision layer. The predicted default probability is 0.116. The decision score is 47.39, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,140000,RENT,0.0,HOMEIMPROVEMENT,B,10000,11.14,0.07,N,2,case_1432,0,0.22164802123503716,1349.3961080062027,1670.0,approve,approve,"Applicant case_1432 was approve by the profit-based decision layer. The predicted default probability is 0.222. The decision score is 1349.40, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
33,77000,RENT,7.0,HOMEIMPROVEMENT,D,13000,,0.17,N,7,case_1433,0,0.873656518609413,11177.027810059637,1670.0,reject,reject,"Applicant case_1433 was reject by the profit-based decision layer. The predicted default probability is 0.874. The decision score is 11177.03, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,50000,MORTGAGE,2.0,EDUCATION,D,25000,15.58,0.5,Y,3,case_1434,0,0.9762117885552519,24312.639630304006,1670.0,reject,reject,"Applicant case_1434 was reject by the profit-based decision layer. The predicted default probability is 0.976. The decision score is 24312.64, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,58000,RENT,5.0,EDUCATION,C,17500,13.49,0.3,Y,4,case_1435,0,0.6158729307576216,9870.948309544432,1670.0,reject,reject,"Applicant case_1435 was reject by the profit-based decision layer. The predicted default probability is 0.616. The decision score is 9870.95, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
25,56000,MORTGAGE,5.0,PERSONAL,C,10250,14.65,0.18,Y,4,case_1436,0,0.34989047694867753,2610.1566761720023,1670.0,reject,approve,"Applicant case_1436 was reject by the profit-based decision layer. The predicted default probability is 0.350. The decision score is 2610.16, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,48000,OWN,6.0,EDUCATION,B,5000,10.08,0.1,N,4,case_1437,0,0.028648574201007554,-346.31824759765436,1670.0,approve,approve,"Applicant case_1437 was approve by the profit-based decision layer. The predicted default probability is 0.029. The decision score is -346.32, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,85500,MORTGAGE,3.0,VENTURE,D,18000,,0.21,N,4,case_1438,0,0.5242485000700493,8495.341384099458,1670.0,reject,reject,"Applicant case_1438 was reject by the profit-based decision layer. The predicted default probability is 0.524. The decision score is 8495.34, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
23,48645,RENT,1.0,VENTURE,B,12000,10.25,0.25,N,4,case_1439,0,0.39052029202311184,3936.58346346577,1670.0,reject,approve,"Applicant case_1439 was reject by the profit-based decision layer. The predicted default probability is 0.391. The decision score is 3936.58, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
32,65000,OWN,3.0,EDUCATION,C,12000,13.35,0.18,N,10,case_1440,0,0.061450494854946455,-766.1503689830184,1670.0,approve,approve,"Applicant case_1440 was approve by the profit-based decision layer. The predicted default probability is 0.061. The decision score is -766.15, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,56000,RENT,7.0,EDUCATION,F,20000,18.25,0.36,N,6,case_1441,1,0.9800668291205074,19528.580508699997,1670.0,reject,reject,"Applicant case_1441 was reject by the profit-based decision layer. The predicted default probability is 0.980. The decision score is 19528.58, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
23,74880,RENT,3.0,EDUCATION,B,3500,11.11,0.05,N,4,case_1442,0,0.15654864996449075,219.94421741440988,1670.0,approve,approve,"Applicant case_1442 was approve by the profit-based decision layer. The predicted default probability is 0.157. The decision score is 219.94, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
35,65000,MORTGAGE,,VENTURE,A,6500,5.42,0.1,N,5,case_1443,0,0.04642459939105054,-34.18471759270432,1670.0,approve,approve,"Applicant case_1443 was approve by the profit-based decision layer. The predicted default probability is 0.046. The decision score is -34.18, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,50400,MORTGAGE,7.0,MEDICAL,A,11000,8.94,0.22,N,5,case_1444,0,0.3270181428506678,2935.3892130366926,1670.0,reject,approve,"Applicant case_1444 was reject by the profit-based decision layer. The predicted default probability is 0.327. The decision score is 2935.39, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3750,5.42,0.03,N,3,case_1445,0,0.07679457625190023,100.33815856782456,1670.0,approve,approve,"Applicant case_1445 was approve by the profit-based decision layer. The predicted default probability is 0.077. The decision score is 100.34, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
32,25000,RENT,9.0,DEBTCONSOLIDATION,B,3700,9.91,0.15,N,6,case_1446,0,0.5495542811881393,1868.1859086793704,1670.0,reject,reject,"Applicant case_1446 was reject by the profit-based decision layer. The predicted default probability is 0.550. The decision score is 1868.19, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
28,58600,OTHER,1.0,HOMEIMPROVEMENT,A,4550,8.0,0.08,N,8,case_1447,0,0.21042913209913827,670.0487551351655,1670.0,approve,approve,"Applicant case_1447 was approve by the profit-based decision layer. The predicted default probability is 0.210. The decision score is 670.05, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,57000,RENT,6.0,HOMEIMPROVEMENT,D,3000,14.59,0.05,N,2,case_1448,1,0.8464420902526495,2472.1139736615332,1670.0,reject,reject,"Applicant case_1448 was reject by the profit-based decision layer. The predicted default probability is 0.846. The decision score is 2472.11, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
